,home_team,away_team,home_goals_x,away_goals_x,date_x,round,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,season,Expected Goals (xG)_home,Expected Goals (xG)_away,Clearances Completed_home,Clearances Completed_away,home_goals_y,away_goals_y,date_y,referee,stadium,capacity,attendance,stadium name,stadium city,Stadium,Club,Location,Opened,Closed,Capacity,Pitch length m,Pitch width m,latitude,longitude,longitude_decimal,latitude_decimal,transformed_date,weather_temperature_[C],weather_precipitation_[mm],weather_wind_[km/h],weather_humidity_[%],weather_cloud_cover_[%],sum_of_goals
922,Wolves,Manchester Utd,3,4,01.02.2024 21:15,22,53,47,16,21,7,8,9,13,0,0,12,11,4,5,1,2,13,19,4,4,10,10,2,5,499,448,0,0,26,20,117,78,59,53,0,0,23-24,2.13,2.73,12,20,3,4,01.02.2024 21:15,Gillett J. (Aus),Molineux Stadium (Wolverhampton),31 750,31 641,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2024-02-01T21:15,2.9,0.0,13.9,91,46,7
923,West Ham,Bournemouth,1,1,01.02.2024 20:30,22,49,51,9,9,3,4,6,5,0,0,14,14,1,5,1,3,25,31,3,2,13,11,1,3,451,482,0,0,27,21,97,134,45,58,0,0,23-24,1.15,1.09,26,19,1,1,01.02.2024 20:30,Robinson T. (Eng),London Stadium (London),62 500,62 451,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2024-02-01T20:30,3.9,0.0,11.6,84,22,2
924,Liverpool,Chelsea,4,1,31.01.2024 21:15,22,51,49,28,4,13,3,15,1,0,0,19,18,8,1,3,3,10,11,2,9,15,16,2,4,551,561,0,0,22,14,116,70,67,26,0,0,23-24,2.9,0.54,7,33,4,1,31.01.2024 21:15,Tierney P. (Eng),Anfield (Liverpool),61 276,57 524,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2024-01-31T21:15,6.5,0.0,28.9,81,3,5
925,Manchester City,Burnley,3,1,31.01.2024 20:30,22,74,26,14,8,4,3,10,5,0,0,16,6,7,3,3,3,17,9,2,1,3,13,2,2,797,270,0,0,10,20,130,65,70,22,0,0,23-24,1.76,1.39,8,19,3,1,31.01.2024 20:30,Barrott S. (Eng),Etihad Stadium (Manchester),55 097,-1,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2024-01-31T20:30,7.2,0.0,20.1,80,19,4
926,Tottenham,Brentford,3,2,31.01.2024 20:30,22,68,32,19,9,5,5,14,4,0,0,18,15,5,3,2,3,15,17,3,2,13,15,2,3,606,270,0,0,23,18,133,74,100,46,0,0,23-24,3.26,1.93,27,22,3,2,31.01.2024 20:30,Coote D. (Eng),Tottenham Hotspur Stadium (London),62 850,61 210,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2024-01-31T20:30,10.9,0.0,25.6,85,100,5
927,Aston Villa,Newcastle,1,3,30.01.2024 21:15,22,61,39,12,14,6,5,6,9,0,0,16,16,8,7,2,4,23,7,2,5,14,12,4,1,569,359,0,0,13,19,98,81,66,26,0,0,23-24,1.39,2.54,11,27,1,3,30.01.2024 21:15,Brooks J. (Eng),Villa Park (Birmingham),42 789,42 191,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2024-01-30T21:15,1.9,0.0,8.2,86,0,4
928,Crystal Palace,Sheffield Utd,3,2,30.01.2024 21:00,22,53,47,12,9,4,5,8,4,0,0,19,9,11,1,2,1,24,30,3,1,8,18,1,4,472,428,0,0,30,35,121,89,70,29,0,0,23-24,1.29,0.72,19,34,3,2,30.01.2024 21:00,Harrington T. (Eng),Selhurst Park (London),25 486,-1,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2024-01-30T21:00,6.2,0.0,6.5,85,100,5
929,Fulham,Everton,0,0,30.01.2024 20:45,22,70,30,25,21,6,4,19,17,0,0,15,10,15,6,3,2,18,12,4,6,6,13,1,2,612,262,0,0,6,22,113,85,77,37,0,0,23-24,1.82,1.25,21,37,0,0,30.01.2024 20:45,Bramall T. (Eng),Craven Cottage (London),26 600,24 376,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2024-01-30T20:45,6.2,0.0,5.8,86,100,0
930,Luton,Brighton,4,0,30.01.2024 20:45,22,41,59,18,9,8,2,10,7,0,0,15,17,7,4,4,1,26,25,2,4,13,14,2,2,357,542,0,0,17,26,104,95,47,24,0,0,23-24,2.59,0.76,15,17,4,0,30.01.2024 20:45,Jones R. (Eng),Kenilworth Road (Luton),12 300,10 994,Kenilworth Road,Luton,Kenilworth Road,Luton,Luton,1905,,10265,100.6,65.8,51°53′03″N,0°25′54″W,-0.4316666666666667,51.884166666666665,2024-01-30T20:45,5.8,0.0,8.7,81,92,4
931,Nottingham,Arsenal,1,2,30.01.2024 20:30,22,27,73,9,19,3,3,6,16,0,0,10,7,2,10,1,3,16,10,1,2,6,7,0,1,268,759,0,0,15,16,58,155,22,138,0,0,23-24,0.36,1.25,45,13,1,2,30.01.2024 20:30,Hooper S. (Eng),City Ground (Nottingham),30 404,29 387,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2024-01-30T20:30,1.5,0.0,6.5,93,1,3
932,Brighton,Wolves,0,0,22.01.2024 20:45,21,71,29,11,8,4,3,7,5,0,0,13,14,8,2,3,1,19,12,3,4,10,13,1,4,781,312,0,0,13,20,143,66,62,24,0,0,23-24,1.39,1.59,7,35,0,0,22.01.2024 20:45,Pawson C. (Eng),Amex Stadium (Brighton),31 876,31 505,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2024-01-22T20:45,7.5,0.0,30.9,73,16,0
933,Bournemouth,Liverpool,0,4,21.01.2024 17:30,21,39,61,11,14,1,7,10,7,0,0,12,10,8,5,1,0,25,22,3,1,9,12,1,2,328,526,0,0,27,32,113,115,66,61,0,0,23-24,1.52,1.71,20,26,0,4,21.01.2024 17:30,Madley A. (Eng),Vitality Stadium (Bournemouth),11 307,11 228,Vitality Stadium,Bournemouth,Dean Court,Bournemouth,Bournemouth,1910,,11307,105.0,68.0,50°44′07″N,1°50′18″W,-1.8383333333333332,50.73527777777778,2024-01-21T17:30,11.5,0.1,53.0,79,90,4
934,Sheffield Utd,West Ham,2,2,21.01.2024 15:00,21,57,43,21,16,6,5,15,11,0,0,10,11,4,1,1,2,28,26,3,4,11,10,3,3,496,370,0,0,17,18,131,69,52,36,1,1,23-24,2.05,2.18,17,21,2,2,21.01.2024 15:00,Salisbury M. (Eng),Bramall Lane (Sheffield),32 050,29 164,Bramall Lane,Sheffield,Bramall Lane,Sheffield Utd,Sheffield,1855,,32050,101.0,68.0,53°22′13″N,001°28′15″W,-1.4708333333333334,53.37027777777778,2024-01-21T15:00,11.4,0.2,47.7,72,70,4
935,Brentford,Nottingham,3,2,20.01.2024 18:30,21,48,52,11,12,5,3,6,9,0,0,13,10,6,4,0,2,22,16,1,2,10,14,1,3,456,496,0,0,16,13,104,121,49,56,0,0,23-24,1.47,1.22,27,24,3,2,20.01.2024 18:30,England D. (Eng),Brentford Community Stadium (London),17 250,17 077,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2024-01-20T18:30,2.9,0.0,21.3,60,42,5
936,Arsenal,Crystal Palace,5,0,20.01.2024 13:30,21,61,39,21,12,6,5,15,7,0,0,14,13,6,7,5,2,12,12,5,2,8,12,0,0,561,362,0,0,16,11,89,110,64,31,0,0,23-24,3.5,0.38,17,28,5,0,20.01.2024 13:30,Tierney P. (Eng),Emirates Stadium (London),60 704,60 284,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2024-01-20T13:30,5.1,0.0,23.0,75,63,5
937,Manchester Utd,Tottenham,2,2,14.01.2024 17:30,21,36,64,9,16,2,6,7,10,0,0,9,11,8,13,3,4,20,17,4,0,8,5,2,1,304,538,0,0,20,22,61,84,57,62,0,0,23-24,0.91,1.46,27,14,2,2,14.01.2024 17:30,Brooks J. (Eng),Old Trafford (Manchester),75 635,-1,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2024-01-14T17:30,1.6,0.0,9.2,90,0,4
938,Everton,Aston Villa,0,0,14.01.2024 15:00,21,31,69,10,16,2,5,8,11,0,0,15,18,4,5,5,1,17,34,5,2,13,14,1,4,230,523,0,0,25,9,67,106,50,65,0,0,23-24,1.28,1.02,26,19,0,0,14.01.2024 15:00,Coote D. (Eng),Goodison Park (Liverpool),39 572,39 284,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2024-01-14T15:00,4.1,0.0,17.4,81,55,0
939,Newcastle,Manchester City,2,3,13.01.2024 18:30,21,27,73,12,27,5,11,7,16,0,0,8,15,3,13,8,1,13,15,8,3,7,7,1,2,277,747,0,0,24,11,40,155,25,97,0,0,23-24,1.15,3.27,29,9,2,3,13.01.2024 18:30,Kavanagh C. (Eng),St. James' Park (Newcastle),52 305,52 190,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2024-01-13T18:30,2.8,0.0,15.3,88,29,5
940,Chelsea,Fulham,1,0,13.01.2024 13:30,21,55,45,17,14,3,4,14,10,0,0,9,15,6,4,4,0,19,25,4,2,13,9,5,1,524,423,0,0,21,26,121,90,85,57,0,0,23-24,2.39,0.87,37,25,1,0,13.01.2024 13:30,Taylor A. (Eng),Stamford Bridge (London),40 341,39 643,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2024-01-13T13:30,3.4,0.0,10.1,83,90,1
941,Burnley,Luton,1,1,12.01.2024 20:45,21,39,61,13,14,7,5,6,9,0,0,16,8,2,8,1,4,24,17,4,6,7,12,1,0,342,542,0,0,17,23,96,131,45,64,0,0,23-24,0.91,0.72,29,13,1,1,12.01.2024 20:45,Harrington T. (Eng),Turf Moor (Burnley),22 546,20 155,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2024-01-12T20:45,2.5,0.0,10.8,91,90,2
942,West Ham,Brighton,0,0,02.01.2024 20:30,20,32,68,6,22,2,8,4,14,0,0,7,7,2,0,3,1,18,20,8,2,4,6,1,0,382,865,0,0,18,12,77,145,39,72,0,0,23-24,0.61,1.48,24,16,0,0,02.01.2024 20:30,Barrott S. (Eng),London Stadium (London),62 500,62 462,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2024-01-02T20:30,9.2,0.0,29.7,82,26,0
943,Liverpool,Newcastle,4,2,01.01.2024 21:00,20,62,38,34,5,15,3,19,2,0,0,18,17,7,3,1,3,16,14,1,11,16,15,3,5,555,351,0,0,15,20,119,69,98,20,0,0,23-24,7.2,0.67,1,39,4,2,01.01.2024 21:00,Taylor A. (Eng),Anfield (Liverpool),61 276,57 471,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2024-01-01T21:00,6.9,2.2,31.6,92,100,6
944,Fulham,Arsenal,2,1,31.12.2023 15:00,20,39,61,15,13,4,3,11,10,0,0,10,15,5,4,4,0,10,9,2,2,11,10,4,1,412,637,0,0,15,13,86,120,38,55,0,0,23-24,1.31,1.63,22,13,2,1,31.12.2023 15:00,Smith J. (Eng),Craven Cottage (London),26 600,24 444,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2023-12-31T15:00,9.1,0.0,27.4,72,40,3
945,Tottenham,Bournemouth,3,1,31.12.2023 15:00,20,51,49,12,24,6,4,6,20,0,0,21,13,4,13,4,3,14,16,3,3,9,18,3,2,436,407,0,0,23,19,70,131,43,56,0,0,23-24,2.2,1.64,23,15,3,1,31.12.2023 15:00,Hooper S. (Eng),Tottenham Hotspur Stadium (London),62 850,61 780,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2023-12-31T15:00,9.0,0.0,27.4,74,35,4
946,Nottingham,Manchester Utd,2,1,30.12.2023 18:30,20,46,54,8,10,2,5,6,5,0,0,13,10,4,5,1,2,9,32,4,0,9,11,2,4,397,489,0,0,26,15,90,110,39,80,0,0,23-24,0.92,0.72,24,22,2,1,30.12.2023 18:30,Robinson T. (Eng),City Ground (Nottingham),30 404,29 529,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2023-12-30T18:30,11.0,0.1,35.6,85,100,3
947,Aston Villa,Burnley,3,2,30.12.2023 16:00,20,65,35,14,8,7,5,7,3,0,0,13,8,6,2,1,6,12,15,3,4,9,14,4,3,465,240,0,0,10,15,93,57,54,26,0,1,23-24,3.0,0.98,13,14,3,2,30.12.2023 16:00,Attwell S. (Eng),Villa Park (Birmingham),42 789,-1,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2023-12-30T16:00,10.5,0.0,33.2,87,100,5
948,Crystal Palace,Brentford,3,1,30.12.2023 16:00,20,48,52,13,9,6,4,7,5,0,0,10,14,7,4,1,1,20,20,3,3,14,10,0,1,443,510,0,0,17,20,125,97,70,58,0,0,23-24,1.0,1.4,28,18,3,1,30.12.2023 16:00,Jones R. (Eng),Selhurst Park (London),25 486,25 472,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2023-12-30T16:00,10.6,0.0,30.1,85,100,4
949,Manchester City,Sheffield Utd,2,0,30.12.2023 16:00,20,82,18,18,4,4,2,14,2,0,0,9,6,12,2,1,2,9,12,2,2,5,6,1,1,1000,233,0,0,7,15,168,24,95,11,0,0,23-24,2.26,0.33,10,24,2,0,30.12.2023 16:00,Coote D. (Eng),Etihad Stadium (Manchester),55 097,-1,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2023-12-30T16:00,9.6,0.3,28.4,87,100,2
950,Wolves,Everton,3,0,30.12.2023 16:00,20,53,47,12,10,6,0,6,10,0,0,15,11,5,2,3,1,14,19,0,3,9,14,2,3,512,457,0,0,17,23,94,129,50,39,0,0,23-24,2.23,0.52,17,26,3,0,30.12.2023 16:00,Bramall T. (Eng),Molineux Stadium (Wolverhampton),31 750,31 639,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2023-12-30T16:00,10.2,0.0,34.2,88,100,3
951,Luton,Chelsea,2,3,30.12.2023 13:30,20,51,49,15,12,6,8,9,4,0,0,22,20,7,2,5,1,25,13,5,4,14,21,2,2,406,418,0,0,21,26,94,84,75,24,0,0,23-24,2.81,1.57,4,25,2,3,30.12.2023 13:30,Tierney P. (Eng),Kenilworth Road (Luton),12 300,11 500,Kenilworth Road,Luton,Kenilworth Road,Luton,Luton,1905,,10265,100.6,65.8,51°53′03″N,0°25′54″W,-0.4316666666666667,51.884166666666665,2023-12-30T13:30,10.2,0.0,29.4,88,61,5
952,Arsenal,West Ham,0,2,28.12.2023 21:15,19,74,26,30,6,8,3,22,3,0,0,9,8,10,3,0,1,8,16,1,8,8,8,2,0,749,265,0,0,20,24,171,58,140,21,0,0,23-24,2.87,1.51,9,38,0,2,28.12.2023 21:15,Oliver M. (Eng),Emirates Stadium (London),60 704,60 261,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2023-12-28T21:15,9.2,0.0,27.4,87,38,2
953,Brighton,Tottenham,4,2,28.12.2023 20:30,19,46,54,15,19,9,3,6,16,0,0,11,20,7,6,2,5,14,22,1,5,18,6,3,2,459,537,0,0,16,16,77,109,44,78,0,0,23-24,3.62,2.15,30,12,4,2,28.12.2023 20:30,Gillett J. (Aus),Amex Stadium (Brighton),31 876,31 675,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2023-12-28T20:30,10.0,0.0,36.6,90,71,6
954,Everton,Manchester City,1,3,27.12.2023 21:15,19,28,72,7,23,2,9,5,14,0,0,6,14,4,8,1,1,11,17,6,1,13,5,4,2,293,772,0,0,15,12,69,125,44,66,0,0,23-24,1.03,2.8,21,17,1,3,27.12.2023 21:15,Brooks J. (Eng),Goodison Park (Liverpool),39 572,39 327,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2023-12-27T21:15,8.0,0.0,29.3,71,69,4
955,Brentford,Wolves,1,4,27.12.2023 20:30,19,60,40,14,11,4,5,10,6,0,0,17,6,8,2,1,3,17,10,1,3,5,14,1,1,610,410,0,0,14,25,133,104,74,35,0,0,23-24,2.32,1.8,10,40,1,4,27.12.2023 20:30,Madley A. (Eng),Brentford Community Stadium (London),17 250,17 109,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2023-12-27T20:30,10.1,0.0,27.7,80,33,5
956,Chelsea,Crystal Palace,2,1,27.12.2023 20:30,19,64,36,9,13,4,5,5,8,0,0,22,16,4,3,3,6,17,17,4,2,13,16,3,2,644,352,0,0,21,25,105,96,38,53,0,0,23-24,2.59,0.99,21,12,2,1,27.12.2023 20:30,Salisbury M. (Eng),Stamford Bridge (London),40 341,39 618,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2023-12-27T20:30,10.2,0.0,29.5,80,33,3
957,Manchester Utd,Aston Villa,3,2,26.12.2023 21:00,19,46,54,13,10,7,4,6,6,0,0,10,19,3,6,9,0,15,24,2,4,10,10,1,3,393,462,0,0,21,14,95,83,52,58,0,0,23-24,1.02,1.73,15,6,3,2,26.12.2023 21:00,Pawson C. (Eng),Old Trafford (Manchester),75 635,73 574,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2023-12-26T21:00,4.9,0.0,8.4,91,90,5
958,Burnley,Liverpool,0,2,26.12.2023 18:30,19,31,69,9,19,0,10,9,9,0,0,14,8,4,4,1,4,15,21,8,0,7,10,2,1,292,664,0,0,25,14,99,120,34,53,0,0,23-24,0.72,1.75,0,0,0,2,26.12.2023 18:30,Tierney P. (Eng),Turf Moor (Burnley),22 546,21 624,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2023-12-26T18:30,2.7,0.0,5.9,96,37,2
959,Bournemouth,Fulham,3,0,26.12.2023 16:00,19,42,58,16,8,4,3,12,5,0,0,10,13,6,5,3,0,19,24,3,1,10,10,0,2,403,548,0,0,13,19,102,124,39,56,0,0,23-24,1.89,0.25,0,0,3,0,26.12.2023 16:00,Robinson T. (Eng),Vitality Stadium (Bournemouth),11 307,11 099,Vitality Stadium,Bournemouth,Dean Court,Bournemouth,Bournemouth,1910,,11307,105.0,68.0,50°44′07″N,1°50′18″W,-1.8383333333333332,50.73527777777778,2023-12-26T16:00,6.1,0.0,6.9,89,88,3
960,Sheffield Utd,Luton,2,3,26.12.2023 16:00,19,51,49,21,12,6,4,15,8,0,0,13,14,9,4,1,0,22,22,1,4,13,13,5,0,356,346,0,0,20,15,114,77,61,44,0,0,23-24,2.78,0.58,0,0,2,3,26.12.2023 16:00,Allison S. (Eng),Bramall Lane (Sheffield),32 050,31 041,Bramall Lane,Sheffield,Bramall Lane,Sheffield Utd,Sheffield,1855,,32050,101.0,68.0,53°22′13″N,001°28′15″W,-1.4708333333333334,53.37027777777778,2023-12-26T16:00,5.6,0.0,6.8,86,35,5
961,Newcastle,Nottingham,1,3,26.12.2023 13:30,19,62,38,19,15,7,6,12,9,0,0,12,10,10,2,0,1,18,18,3,6,10,11,3,3,513,326,0,0,12,21,135,65,91,28,0,0,23-24,2.77,3.64,0,0,1,3,26.12.2023 13:30,Kavanagh C. (Eng),St. James' Park (Newcastle),52 305,52 207,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2023-12-26T13:30,5.5,0.0,13.4,75,3,4
962,Wolves,Chelsea,2,1,24.12.2023 14:00,18,31,69,14,16,6,5,8,11,0,0,9,14,10,6,3,0,16,17,4,4,11,9,3,6,264,600,0,0,22,17,70,113,43,63,0,0,23-24,1.39,1.94,19,16,2,1,24.12.2023 14:00,Coote D. (Eng),Molineux Stadium (Wolverhampton),31 750,31 641,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2023-12-24T14:00,12.7,0.0,23.8,86,100,3
963,Liverpool,Arsenal,1,1,23.12.2023 18:30,18,51,49,13,13,3,2,10,11,0,0,15,14,4,5,1,1,25,17,1,2,13,14,2,5,442,423,0,0,34,20,98,100,47,43,0,0,23-24,1.01,0.87,17,22,1,1,23.12.2023 18:30,Kavanagh C. (Eng),Anfield (Liverpool),61 276,57 548,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2023-12-23T18:30,9.8,0.3,30.3,81,100,2
964,Fulham,Burnley,0,2,23.12.2023 16:00,18,66,34,19,7,5,2,14,5,0,0,20,7,8,6,2,3,25,14,0,5,5,17,2,1,702,362,0,0,10,21,130,84,71,38,0,0,23-24,1.23,0.47,11,29,0,2,23.12.2023 16:00,Welch R. (Eng),Craven Cottage (London),26 600,23 598,Craven Cottage,London,Craven Cottage,Fulham,London,1896,,24500,100.0,65.0,51°28′30″N,000°13′18″W,-0.2216666666666666,51.475,2023-12-23T16:00,9.9,0.0,25.3,77,100,2
965,Luton,Newcastle,1,0,23.12.2023 16:00,18,35,65,16,15,5,2,11,13,0,0,9,10,5,7,0,3,14,19,2,4,11,5,2,2,300,568,0,0,13,29,96,99,56,55,0,0,23-24,1.8,1.55,29,14,1,0,23.12.2023 16:00,England D. (Eng),Kenilworth Road (Luton),12 300,11 042,Kenilworth Road,Luton,Kenilworth Road,Luton,Luton,1905,,10265,100.6,65.8,51°53′03″N,0°25′54″W,-0.4316666666666667,51.884166666666665,2023-12-23T16:00,8.4,0.0,24.6,83,41,1
966,Nottingham,Bournemouth,2,3,23.12.2023 16:00,18,32,68,11,18,5,7,6,11,0,0,10,10,6,6,0,0,17,19,4,3,10,10,2,3,256,523,0,0,25,14,82,127,38,92,1,0,23-24,0.8,1.7,29,22,2,3,23.12.2023 16:00,Jones R. (Eng),City Ground (Nottingham),30 404,29 188,City Ground,Nottingham,City Ground,Nottingham,Nottingham,1898,,30404,105.0,68.0,52°56′24″N,001°07′58″W,-1.132777777777778,52.94,2023-12-23T16:00,9.3,0.0,29.0,81,100,5
967,Tottenham,Everton,2,1,23.12.2023 16:00,18,60,40,13,18,6,8,7,10,0,0,21,8,3,8,2,3,20,20,7,4,6,18,1,4,583,358,0,0,23,17,96,99,37,64,0,0,23-24,1.25,1.86,21,14,2,1,23.12.2023 16:00,Attwell S. (Eng),Tottenham Hotspur Stadium (London),62 850,61 808,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2023-12-23T16:00,9.6,0.0,23.1,80,100,3
968,West Ham,Manchester Utd,2,0,23.12.2023 13:30,18,35,65,12,11,5,3,7,8,0,0,16,14,4,4,1,1,15,28,3,3,13,15,2,3,321,626,0,0,18,19,86,113,36,48,0,0,23-24,1.35,0.92,28,21,2,0,23.12.2023 13:30,Hooper S. (Eng),London Stadium (London),62 500,64 472,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2023-12-23T13:30,11.0,0.0,26.7,71,32,2
969,Aston Villa,Sheffield Utd,1,1,22.12.2023 21:00,18,78,22,11,5,4,2,7,3,0,0,20,11,9,1,0,4,19,13,1,3,11,16,3,3,656,192,0,0,11,30,129,67,88,28,0,0,23-24,0.87,0.52,4,43,1,1,22.12.2023 21:00,Taylor A. (Eng),Villa Park (Birmingham),42 789,-1,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2023-12-22T21:00,9.0,0.0,21.6,78,100,2
